# quest_id,title,description,objectives_text,reward_text,reward_xp,reward_gold,reward_item1,reward_item2,prev_quest,min_level,kill_obj1_display,kill_obj1_count,kill_obj2_display,kill_obj2_count,kill_obj3_display,kill_obj3_count,kill_obj4_display,kill_obj4_count,creature_entry,poi_x,poi_y
5637,Desperate Prayer,"Time's come for you to head to Stormwind, $N. High Priestess Laurena in the Cathedral of Light wants to speak to you. Gotta be somethin' really good or really bad for the High Priestess to want you there personally, but I'm guessin' you've only done well for yourself and it's a good thing that she wants to speak to ya.

But don't waste too much time 'round here. I'd head there as soon as you can.",,"I'm glad you've arrived, <name>. There are many things we will have to discuss, but more importantly is your training in the ways of the Light.

There are lessons all servants of the Light must learn. If you are ready, we'll begin discussing some of those now.",340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-8512.0,862.0
5638,Desperate Prayer,"Just a short time ago, one of your priests was here looking for you, $r. He said that if I were to see you, I should direct you towards the Cathedral of Light. He said it was very important, but I would not be overly concerned if I were you. His demeanor seemed positive... as though it were good news. I wouldn't take too long in making my way there if I were you.

Elune be with you, good $r.",,"I'm glad you've arrived, <name>. There are many things we will have to discuss, but more importantly is your training in the ways of the Light.

There are lessons all servants of the Light must learn. If you are ready, we'll begin discussing some of those now.",340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-8512.0,862.0
5639,Desperate Prayer,"You're needed in Stormwind, $N. The High Priestess there, Laurena, says it's time for you to prove you're worthy of the next level of your training. Don't waste too much time finding your way there. You can find her in the Cathedral of Light in the center of the city. Give her my regards, and prove how worthy you are of such a calling. The Light be with you, $N.",,"I'm glad you've arrived, <name>. There are many things we will have to discuss, but more importantly is your training in the ways of the Light.

There are lessons all servants of the Light must learn. If you are ready, we'll begin discussing some of those now.",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-8512.0,862.0
5640,Desperate Prayer,"Praise be to Elune, and to your Light, $N.

About this time, many of our order learn abilities reflecting their faith in Elune. If knowledge serves me, I believe the same holds true for your order also.

When your business in Darnassus is complete, I would seek out one of your High Priestesses for further training.",,"I'm glad you've arrived, <name>. There are many things we will have to discuss, but more importantly is your training in the ways of the Light.

There are lessons all servants of the Light must learn. If you are ready, we'll begin discussing some of those now.",340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-8512.0,862.0
5641,A Lack of Fear,,,"You've got the makings of a great $c, $N. Keep up the good work!

You've already shown you're ready for battle. Perhaps it's time we taught ya a little somethin' more.",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,-4612.0,-909.0
5642,Shadowguard,"Something important is up in Orgrimmar, $N.

The normal messengers that come through here looking for troll priests usually are very casual. This time, they seemed to be in much more a hurry. Don't dally too long in Thunder Bluff. I'd return to the Valley of Spirits as soon as possible.",,,340,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1452.0,-4180.0
5643,Shadowguard,"Like many of our own priests, your own tribe puts you through rites of passage. These rites often teach priests special abilities that are vital to their survival. I sense that time is upon you even as we speak. You must return to the Valley of Spirits in Orgrimmar and speak to Ur'kyo. What he teaches you might be very important for the future.",,,340,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1452.0,-4180.0
5644,Devouring Plague,"Ah, a wonderful day for you, $N. I can see by the lessons you've learned that the time has come to send you back to Aelthalyste. There are things only she can teach you, and even then, only if you prove worthy.

I will not spoil the surprise for you, but I remember when I was a young priest learning about true power... divine power. Yes, those were the days.

Go back to Aelthalyste in the Undercity, $N. She will be awaiting you in the War Quarter.",,,340,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1768.0,401.0
5645,A Lack of Fear,"$N, your High Priest Rohan would have an audience with you in Ironforge. Make haste, my strong friend, your next test quickly approaches. Although I wish I could bear witness to your race's own special rites, my place is here. But may the Light go with you in your travels. Rohan should still be in the Mystic Ward once you reach the city. He will be waiting.",,,340,0,0,0,0,20,0,0,0,0,0,0,0,0,0,-4612.0,-909.0
5646,Devouring Plague,"Aelthalyste show our people great respect by sending them back to me for more training, and now I do the same for her tribe.

You return to the Undercity, $N. There, in the War Quarter, she be ready to teach you more 'bout your people and their ways. Go there, and do not wait long.",,"Good, you've returned, and not a moment too late. We have great things to discuss, $N. Your abilities are growing stronger, and we must make sure you are ready.",340,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1768.0,401.0
5647,A Lack of Fear,"Your race is so very strong, $N. We are proud to call you allies. And as each day's sun sets, you and your kin grow closer to not only finding your true origins, but find great confidence that you are on the right path in so many things. That feeling must make you feel so triumphant.

Word came from Ironforge just recently. It asked that you return there and speak to High Priest Rohan in the Mystic Ward. I would not keep him waiting. May Elune guide your travels.",,,340,0,0,0,0,20,0,0,0,0,0,0,0,0,0,-4612.0,-909.0
5648,Garments of Spirituality,"You be ready for your first test, $N. South of Razor Hill, just outta town, one of our grunts be hurt fightin' off some o' Proudmoore's old troops. She not doin' too well, an' she benefit much if one of our kind could help her. Find her--her name be Kor'ja--heal her wounds, an' give her the blessin' of our ancestors.

You do this, an' me thinks that be sufficient proof that you ready to move on in our ways.",Return to Tai'jin at Razor Hill in Durotar.,"Good, then Kor'ja lives and goes off to defend our town from those malicious humans. I often wish to remember days of battle; where power was shown in combat and it was the wise who often destroyed those who relied on just their strength.

You done good by me, $N. You take this robe now. Maybe it help, maybe you not care, but you earned it and I'm proud to call you brother.",680,0,16606,0,5649,5,12477,1,0,0,0,0,0,0,3706,171.0,-4770.0
5649,In Favor of Spirituality,"Aye, mon. Our kind have joined the Horde because they be good for us. They loyal, and they teach us much 'bout tings like honor. But our old ways die hard. The orcs may not approve of all our traditions, but that not mean we can't continue to practice some them in secret.

You know this, an' that's why I send you to Tai'jin in Razor Hill. She teach you more 'bout our history. She teach you the ways of our tribe. Go to her when you be ready.",,"Ahh... so you finally come to Tai'jin. This be good.

You already know that we are not da same tribe that once joined with the Horde. We be much stronger now. We stronger 'cause we adapt--the Horde teach us that much. We no longer defeat our enemies and gain strength from them; now we gain strength, and then defeat our enemies.

The difference be subtle, but you will learn. You will see. The tribe count on you to learn such things.",340,0,0,0,0,5,0,0,0,0,0,0,0,0,3707,295.0,-4831.0
5650,Garments of Darkness,"Our power comes from darkness and shadow, $N, but that is not your only role. You have acknowledged that there is merit in knowing the healing arts. This is wise. But before you can know the dark, you must also know the light. And for this, I have a test for you.

North of the cemetery is a wounded Deathguard--Deathguard Kel. He has protected us from gnolls for some time, and needs healing. But, you must also fortify his body before he can return to duty. Do both with your spells, and then return to me.",Return to Dark Cleric Beryl at Brill in Tirisfal Glades.,"You have passed my test with ease. Good.

Soon, you will be ready to take on more responsibility and that road will lead to darker powers--powers that no $c of another race has.

Take this robe as a symbol of your station. You have earned it. If you do not wish to wear it, then so be it, you may do with it as you will. I and others like us will always acknowledge you for what you've achieved in our ranks.",680,0,16607,0,5651,5,12475,1,0,0,0,0,0,0,2129,2437.0,359.0
5651,In Favor of Darkness,"There are many lessons that the Forsaken have learned through experience--things that some races can only begin to fathom. And although our path lies in darkness, you will find that a great many things rely on both the light and the dark. Your lessons shall teach you to use both... and with discretion. But heed my words: never forget we were forged in corruption and left to rot like so much carrion. The Darkness is our home.

Seek out Dark Cleric Beryl in Brill when you're ready to learn more.",,"Finally, you've arrived. Your faith alone will not allow you to pass the trials before you, young one. A sense of urgency and some ambition will help too.",340,0,0,0,0,5,0,0,0,0,0,0,0,0,2123,2265.0,251.0
5652,Hex of Weakness,,,"You would do well to pay heed to this lesson, young one. The Hex of Weakness will be a great boon to you in battle. Later I will have tests for you to further yourself and prove your worth to the tribe.",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1452.0,-4180.0
5653,<NYI> Hex of Weakness,"One of your priests sent word to us that if we see you that we were to tell you to return to Orgrimmar, $N. It seems one of your kind--a priest named Ur'kyo, if I'm not mistaken--believes you are ready for more training. It has to do with some of your cultures practices he said, and he wanted you to find this Ur'kyo in the Valley of Spirits.",,,340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1452.0,-4180.0
5654,Hex of Weakness,"It be time for you to meet with Ur'kyo, $N. He be in the Valley of Spirits in the orc city. Go there and speak to him. It is time you learn more of the old ways of our kind. It time you be brought into the circle and made a true priest of our tribe.",,,340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1452.0,-4180.0
5655,Hex of Weakness,"I sent here to make sure that you not wander too far from home, $N. They send me to make sure you return home because Ur'kyo, greatest of our priests, wish to speak to you. You go there. You go to the Valley of Spirits in the orc city and you speak to Ur'kyo. He wait for you now.",,,340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1452.0,-4180.0
5656,Hex of Weakness,"It always warms my undying heart to see priests from all cultures wander the world. To know that power exists that is not arcane and well within our grasp. That's why it is my honor to direct you home, $N.

Ur'kyo, your great priest in Orgrimmar, has asked for your presence. You can find him in the Valley of Spirits.",,,340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1452.0,-4180.0
5657,Hex of Weakness,"Home. Return home, young $r.

Your spiritual leader Ur'kyo begs you to return to him and speak about the path you travel.

Go to the Valley of Spirits in the great Horde city of Orgrimmar. You will find him there.",,,340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1452.0,-4180.0
5658,Touch of Weakness,,,"Ah, young $c, I am glad you have returned here. I would teach you a lesson you would do well to not forget. Are you prepared?",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1768.0,401.0
5659,<NYI> Touch of Weakness,"This isn't the place for you, $N. You should head to the War Quarter in Undercity as soon as possible. Aelthalyste has called all her priests and priestesses there as soon as they are ready. It's time they learn more about their power and how to harness it.

She will not tolerate tardiness or excuses, so you'd best be on your way.",,"Ah, good, another has arrived. Time may not matter to me, but to you it is of the essence. There is much for you to learn and there is much I wish to teach you. You simply must prove your worth. Do that, and you shall be greatly rewarded.",340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1768.0,401.0
5660,Touch of Weakness,"You be far from home, $c. You be needed there, back in your city under the ground. Your mistress, the one you be callin' Aelthalyste be needin' you back there. Like my tribe, there things you must learn only from her. Don't be stayin' here too long. You should be headin' to the War Quarter as fast as a zeppelin can carry you.",,"Ah, good, another has arrived. Time may not matter to me, but to you it is of the essence. There is much for you to learn and there is much I wish to teach you. You simply must prove your worth. Do that, and you shall be greatly rewarded.",340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1768.0,401.0
5661,Touch of Weakness,"You be far from home out here in the Bloodhoof Village, $N. I be sent here to find priests of my own tribe to send back to speak to our leaders, but that not mean I cannot help you too.

I hear word that your head priestess spirit want all Forsaken to come to her--there are things you must learn.

Go to meet Aelthalyste in the War Quarter in that city of yours.",,"Ah, good, another has arrived. Time may not matter to me, but to you it is of the essence. There is much for you to learn and there is much I wish to teach you. You simply must prove your worth. Do that, and you shall be greatly rewarded.",340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1768.0,401.0
5662,Touch of Weakness,"My respect to you and your kind, $N. I normally teach only those of my own tribe. Your lessons come from Aelthalyste in the city once called Lordaeron.

You should return to her if you're to learn those abilities that set you apart from other faiths.

Go to the War Quarter in the Undercity and find your mistress there.",,"Ah, good, another has arrived. Time may not matter to me, but to you it is of the essence. There is much for you to learn and there is much I wish to teach you. You simply must prove your worth. Do that, and you shall be greatly rewarded.",340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1768.0,401.0
5663,Touch of Weakness,"Aelthalyste sent word out to all her priests. We're to direct the younger of our order to the Undercity for more training. If you truly count yourself among our faithful, then you should return there also.

You can find Aelthalyste in the War Quarter deep in the Undercity.",,"Ah, good, another has arrived. Time may not matter to me, but to you it is of the essence. There is much for you to learn and there is much I wish to teach you. You simply must prove your worth. Do that, and you shall be greatly rewarded.",340,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1768.0,401.0
5664,<UNUSED>,,,,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0.0,0.0
5665,<UNUSED>,"Word was sent here from Darnassus,$N. It seems one of your priestesses wants you to return home. Speak to Priestess Alathea at the Temple of the Moon whenever you're able. It seems she is pleased with your progress. I am sure she takes great pride in seeing one of Elune's servants take such great strides in $ghis:her; faith.

The Light be with you.",,,340,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9665.0,2520.0
5666,<UNUSED>,"Oh,$N,I am pleased to catch you. There has been talk that you are prepared for your next test at the Temple of the Moon. Priestess Alathea herself wishes to speak to you. You should return to Darnassus as quickly as you can. Finish whatever business you have here and make haste.",,,340,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9665.0,2520.0
5667,<UNUSED>,"Aye,good to see you're doing well in your training,young $gpriest:priestess;. One of your kind was here looking for you not too long ago. It seems you're wanted back in Darnassus. Something about Priestess Alathea and the Temple of the Moon. It sounded important. Perhaps you should return there soon.",,,340,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9665.0,2520.0
5668,<NYI> A Blessing of Light,,,,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0.0,0.0
5669,<NYI> A Blessing of Light,"Ah,$N,I'm glad you stopped to talk to me for a moment. One of your priests of Light was here a few moments ago looking for you. High Priestess Laurena in the Cathedral of Light wants to meet with you. I would not be surprised if it was about the progress you've made so far. Many of my order are continuously tested and given greater responsibilities as we progress in our studies.",,,340,0,0,0,0,15,0,0,0,0,0,0,0,0,0,-8512.0,862.0
5670,<NYI> A Blessing of Light,"You just missed a messenger here from Stormwind that was looking for you,$N. You've done well for yourself it seems. The High Priestess Laurena wants to talk to you. I think the church feels you're ready for the next step of your training.

When you're all set and done with your business here,head to Stormwind,the Cathedral of Light,and speak to her. I'm sure she's waitin' for you.",,,340,0,0,0,0,15,0,0,0,0,0,0,0,0,0,-8512.0,862.0
5671,<NYI> A Blessing of Light,"Young $gpriest:priestess;,your church has sent word for you to return to Stormwind. The High Priestess Laurena would have words with you when you are ready. It seems your superiors feel you are ready for the next step of your training.

I believe you can find your High Priestess in the Cathedral of Light. Elune go with you on your journey and peace be with you.",,,340,0,0,0,0,15,0,0,0,0,0,0,0,0,0,-8512.0,862.0
5672,Elune's Grace,,,"By devoting yourself to Elune and our people, you have attained a state that not all of us can achieve. It is tradition that you then be taught even greater abilities for your devotion. Do you accept?",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9665.0,2520.0
5673,Elune's Grace,"You know you have access to any of our trainers at any time, $N, but there are some things that we cannot pass on to you. One of those things are the teachings of your goddess Elune. She gives special abilities to her faithful, and if I'm not mistaken, it is time for you to return home to your Temple of the Moon to be tested.

Return there when you can and speak to Priestess Alathea.",,"Elune bless you for returning so quickly to us. This is an important time in your training, and a time that all of our order take very seriously. When you've rested from your journey here, please, let me know. We can then discuss the continuation of your training and where your path will lead you next.",340,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9665.0,2520.0
5674,Elune's Grace,"A wonderful day has come, $N. You've reached the age in which our $gpriests:priestesses; are trained in abilities only Night elves know. But it is not for me to train you. You must return to the Temple of the Moon and speak to Priestess Alathea as soon as your business here is concluded. She will test you to ensure you're prepared, and only then will she teach you Elune's Grace.",,,340,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9665.0,2520.0
5675,Elune's Grace,"Time's a wastin', $glad:lass;. It's time for you to return home to Darnassus. Priestess Alathea's sent word here that you're to return there for training. Seems they feel you're ready to be tested much like those who serve the Light. You should head out whenever you can. Alathea's message said that she'd be waitin' for you in the Temple of the Moon. Good luck.",,,340,0,0,0,0,20,0,0,0,0,0,0,0,0,0,9665.0,2520.0
5676,Arcane Feedback,,,"We were forced to learn some magics to protect us from what is commonly called our greatest enemy: the arcane.

I would teach you a spell to help you defend yourself and your companions from those who would wield such power.",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,-8512.0,862.0
5677,Arcane Feedback,"As much as I'd like to show you our own special teachings of the Light, it is not our place. Your place is back in Stormwind with your own kind, $N... for now. Believe me, I mean no offense. When you return to High Priestess Laurena in the Cathedral of Light you'll understand what I'm talking about--the time has come for your race to prepare you for the future; to separate yourself from others that follow a similar path.",,"Ah, you have wonderful timing, <name>. I was beginning to wonder if all of my messengers had been successful. I'm glad to see they were, otherwise I would wager you'd still be out in the world learning more about all the threats that exist against our people.

Are you ready? Ready for more training I mean. You're growing in power more quickly, and I feel you are ready to learn more about our faith.",340,0,0,0,0,20,0,0,0,0,0,0,0,0,0,-8512.0,862.0
5678,Arcane Feedback,"It is time for you to return to Stormwind, young one. Your superiors there have called you back for more training. And although it disturbs me some, your race and mine are allies and I would not betray that.

I do not mean to be so coy with you--my distrust of arcane magics, be they divine inspired or not, is still strong within me.

You will know of what I speak after you return to your Cathedral of Light. Speak to High Priestess Laurena when you arrive.",,"Ah, you have wonderful timing, <name>. I was beginning to wonder if all of my messengers had been successful. I'm glad to see they were, otherwise I would wager you'd still be out in the world learning more about all the threats that exist against our people.

Are you ready? Ready for more training I mean. You're growing in power more quickly, and I feel you are ready to learn more about our faith.",340,0,0,0,0,20,0,0,0,0,0,0,0,0,0,-8512.0,862.0
5679,Devouring Plague,,,"I would teach you Devouring Plague if you feel you are prepared, $N. A spell of no small power, it will aid you in your coming battles. Practice with it--there will be tests later.",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1768.0,401.0
5680,Shadowguard,,,"Your rites will come soon enough. For now, I teach you a spell that will be of great use to you when you do battle with your enemies.",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1452.0,-4180.0
5688,<NYI> <TXT> A Touch of Voodoo,,,,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0.0,0.0
5689,<NYI> A Touch of Voodoo,"Hey,$r. A messenger came through here not too long ago looking for you. Said you were to return to Orgrimmar to speak to Ur'kyo in the Valley of Spirits. He didn't sound angry,but it did sound important. Might want to check it out.",,,340,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1452.0,-4180.0
5690,<NYI> <TXT> A Touch of Voodoo,,,,340,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1452.0,-4180.0
5691,<NYI> <TXT> In the Dark it was Created,,,,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0.0,0.0
5692,<NYI> In the Dark It was Created,"I would teach you all you need know,$N,but there things that only your own tribe can show you. One be how to create a new robe for you... one that reflect your place in your faith.

Aelthalyste say that I direct you to her in the Undercity. She be in the War Quarter waiting for you. If you not go then she be very displeased with both of us.",,,340,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1768.0,401.0
5693,<NYI> In the Dark It was Created,"Glad to see you're... alive,$N.

Aelthalyste has asked you to return to the Undercity when you've finished your business here in Thunder Bluff. It seems you've grown powerful enough that she thinks you're due new garments... a robe,I believe.

She'll be waiting for you in the War Quarter.",,,340,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1768.0,401.0
5713,One Shot.  One Kill.,"I was traveling to Auberdine with an important message when I was attacked by the furbolg Marosh and his trackers. During the attack I was poisoned, leaving me barely able to stand. I can make an antidote, but it will take time before it is ready.

I would ask that you defend me until I can apply the antidote. I will aid you with my bow as best I can.

Should we survive, I will be able to deliver my message to Auberdine, while you speak with Onaeya at Maestra's Post to inform her of this incident.",Return to Sentinel Onaeya in Ashenvale.,You bring most welcome news $c. It is good to hear that Aynasha is alive and well thanks to you. I would hope that you might accept a reward for your valor. May Elune watch over you and light your path.,850,1400,0,0,0,10,0,0,0,0,0,0,0,0,11711,3261.0,166.0
5722,Searching for the Lost Satchel,"The troggs are not the only thing that interested Magatha in Ragefire Chasm. She has heard word that one of her servants, a Maur Grimtotem, found something peculiar while in the Chasm, but he never made it out to show her what. She'd like Maur's body found--if it still exists--and any signs of what he found while attempting to speak to the troggs.

Return to Magatha any items of interest, and I'm sure she would be very generous in her reward.

Again, seek the Chasm in the darkest areas of Orgrimmar.",,"The body looks seriously beaten by clubs or fists, but most of the corpse's clothing and equipment still looks present. It seems the troggs do not overly care much for material wealth.

You begin to search the body for anything of interest that might help Magatha.",680,0,0,0,0,9,0,0,0,0,0,0,0,0,11833,1805.0,-4403.0
5723,Testing an Enemy's Strength,"Beneath the city of Orgrimmar, stout creatures known as troggs started coming to the surface from deep below the lava filled tunnels. In her ever-benevolence, Magatha sought to make peace with the creatures, but they turned on her diplomats, killing them. She will not allow such treatment of the tauren people and now consider the creatures a threat to all of the Horde.

She asks that you put an end to this trogg threat before it overwhelms the Horde from below. Find Ragefire Chasm and destroy them all.",Return to Rahauro at Elder Rise in Thunder Bluff.,"I am glad to see you took Magatha's task seriously. Thank you, $N. I'm sure the troggs will have a harder time coming to the surface with their numbers so greatly reduced.

Perhaps in the future we can take time to figure out where such creatures came from, and what they really want.",1200,700,0,0,0,9,11609,8,11610,8,0,0,0,0,11833,-1055.0,-215.0
5724,Returning the Lost Satchel,"You find a satchel under the body of the tauren. It is still gripped tightly in his arms as though he was trying to protect it while being attacked by the troggs.

Removing the satchel from his vice-like grip, you stow it with your own equipment and prepare to make your way out of the tunnels and back to Rahauro in Thunder Bluff.",,"Excellent, $N. Thank you.

Magatha told me that if you were successful in finding her clansman that you be given this. Please, take it in thanks.",1200,0,0,0,5722,9,0,0,0,0,0,0,0,0,11834,-1055.0,-215.0
5725,The Power to Destroy...,"Many denizens of the Legion bestow gifts on their followers as you may well know. Some of these gifts the Dark Lady feels would be better off in her hands than in the hands of those with... lesser vision.

A sect of the Shadow Council hidden in caverns below Orgrimmar known as the Searing Blade are a prime example. The Lady tells me that members of the Searing Blade have come into the possession of two powerful spell books--she would like to \""borrow\"" these books from them. You will get them for her.",Return to Varimathras at Lordamere Lake in Silverpine Forest.,"Good, $c. You have done well in serving the Dark Lady. Your continued perseverance and ambition will be of great use to the Lady's subjects. Return to me again in the future. Perhaps I will have other tasks for you that will aid the Dark Lady in her attempts at overtaking the Lich King and completely freeing the Scourge.",1200,0,0,0,0,9,0,0,0,0,0,0,0,0,2425,1288.0,334.0
5726,Hidden Enemies,"One thing I will not tolerate are traitors in our midst, $N. But I would be a fool to play my hand so early--it would not sufficiently cut the corruption out of our lands and only cause the infection to grow worse.

But you, a young adventurer, could go places my agents could not... could learn the truth... could find the true head of the beast.

If you are brave enough, then enter Skull Rock to the east of Orgrimmar, find a lieutenant's insignia off one of the Burning Blade there, and return to me.",Return to Thrall in Orgrimmar.,"Good, $N! The spirits be praised, perhaps you are the one who will finally put my greatest fears to rest! Who would suspect someone so young and so brave would rise up and champion our cause? You remind me of myself when I was younger. I will ensure that you are justly rewarded for your efforts if we both survive the coming storm.

But there is time for more praise later. You've not accomplished anything in comparison to what you will face... but this is a good start.",850,250,0,0,0,9,0,0,0,0,0,0,0,0,4949,877.0,-4230.0
5727,Hidden Enemies,"Now let us see if this insignia you found is worth the effort.

There is a warlock within the city who believes he has my trust. He does not know that I realize where his true loyalties lie. He is in fact the leader of the Burning Blade. But do not rush off to do battle with him; he has a purpose, and we shall use him against our enemies.

Take this insignia to him in the Cleft of Shadow here in Orgrimmar, speak to him and see if he believes you are one of his own, then return to me here.",Return to Thrall in Orgrimmar.,"Excellent! Most excellent, $c!

What you have done this day is only the first step in a much broader foundation--a foundation that we will build the destruction of the Shadow Council on, once and for all.

Tell me all he said... and leave not one word out--it may be more important than you realize.",510,0,0,0,5726,9,0,0,0,0,0,0,0,0,4949,1929.0,-4159.0
5728,Hidden Enemies,"Hmm, leaders of the Searing Blade... this concerns me most. If they are the ones of value to Neeru, then those are who we must target first. This satyr... Bazzalan, and the other Neeru mentioned--what was he, a warlock?--must be slain.

Return to the Cleft of Shadow and enter Ragefire Chasm, $N. Find these two leaders of the Searing Blade, and kill them. But be careful not to let Neeru know it was you who did this. You must retain your identity as one of his $gbrothers:sisters; in arms.",Return to Thrall in Orgrimmar.,"I am glad you've returned, $N. Some of those loyal to me brought word immediately that the caverns below Orgrimmar were in disarray now that their leaders have been slain. I even heard reports that Neeru was more than agitated. It seems we've put a dent in his armor. I can't say I'm displeased... even with such a minor victory.",1200,800,0,0,5727,9,2007,1,11429,1,0,0,0,0,4949,1928.0,-4158.0
5729,Hidden Enemies,"I think our next step should be to have you placed close to Neeru. If he is as agitated as reports suggest, then we may accomplish two things. One, you may be able to gain some greater knowledge about the Council or at least the Burning Blade, and two, he may just begin to trust you enough that he asks you to start to aid him. He may very well look at you as someone who can fill the void now that some of the leadership is in turmoil.

Return to the Cleft and speak to him again, but do not be too overt.",,"What is it?! Oh, you, $c... my apologies. My anger rivals that of a rabid kodo bull... but perhaps it is my own fault. In sending travelers into Ragefire Chasm, I should have seen the possibility that some harm would come from it. It seems both Bazzalan and Jergosh were taken unaware and slain by some of Thrall's do-gooders. A most inopportune time, but there is nothing that can be done about it now.",170,0,0,0,5728,9,0,0,0,0,0,0,0,0,4949,1801.0,-4375.0
5730,Hidden Enemies,"You are one of my lieutenants! Prepare yourself, $c. I will call upon you soon.

My time spent on the Searing Blade may be all but wasted now, but that does not mean that the Shadow Council's schemes elsewhere must suffer. I will do what I can to minimize the damage here in Ragefire Chasm. In the meantime, I will have my agents in the Barrens and Ashenvale begin work on our newest agenda. Return to me soon.",,"Ashenvale? Hmm, I had not heard of any presence of the Council or the Burning Blade in Ashenvale. My spies will investigate, $N. You have done well.

For now, rest, and keep yourself occupied with other tasks. I will call upon you again soon.

Lok-Tar Ogar!",1020,0,0,0,5729,9,0,0,0,0,0,0,0,0,3216,1924.0,-4160.0
5761,Slaying the Beast,"The primary task set upon me by our great Warchief is to root out the creatures responsible for infesting our lord's great city with demonic influence. The Burning Blade is one threat, but there are others; the Searing Blade for instance, who make their home in Ragefire Chasm, secretly attempting to subvert innocent members of the Horde.

If they are to be stopped, then their leader must be slain--a Felguard named Taragaman the Hungerer.

Kill him, and his heart will appease Thrall, of this I'm sure.",Return to Neeru Fireblade in Orgrimmar.,"Ha! You've done it! Thrall will be so pleased.

I will ensure this heart is taken care of properly.

For now though, you must celebrate your victory. I will inform Thrall of your success.

Thank you for your aid, $c.",1200,800,0,0,0,9,0,0,0,0,0,0,0,0,3216,1801.0,-4375.0
5805,Welcome!,"Welcome to the World of Warcraft!

As special thanks for purchasing the World of Warcraft Collector's Edition, turn in this gift voucher to Merissa Stilwell in Goldshire. You'll then be given a gift: a little companion to join you on your quest for adventure and glory.

Thanks again, and enjoy your stay in the World of Warcraft!",,"You are indeed a special hero, $N. We welcome you to the world of Azeroth, and offer you one of these unique gifts!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-9479.0,53.0
5841,Welcome!,"Welcome to the World of Warcraft!

As special thanks for purchasing the World of Warcraft Collector's Edition, turn in this gift voucher to Yori Crackhelm in Kharanos. You'll then be given a gift: a little companion to join you on your quest for adventure and glory.

Thanks again, and enjoy your stay in the World of Warcraft!",,"You are indeed a special hero, $N. We welcome you to the world of Azeroth, and offer you one of these unique gifts!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-5581.0,-541.0
5842,Welcome!,"Welcome to the World of Warcraft!

As special thanks for purchasing the World of Warcraft Collector's Edition, turn in this gift voucher to Orenthil Whisperwind in Dolanaar. You'll then be given a gift: a little companion to join you on your quest for adventure and glory.

Thanks again, and enjoy your stay in the World of Warcraft!",,"You are indeed a special hero, $N. We welcome you to the world of Azeroth, and offer you one of these unique gifts!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9840.0,946.0
5843,Welcome!,"Welcome to the World of Warcraft!

As special thanks for purchasing the World of Warcraft Collector's Edition, turn in this gift voucher to Magga in Razor Hill. You'll then be given a gift: a little companion to join you on your quest for adventure and glory.

Thanks again, and enjoy your stay in the World of Warcraft!",,"You are indeed a special hero, $N. We welcome you to the world of Azeroth, and offer you one of these unique gifts!",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,350.0,-4676.0
